Source,Hindi,Transliteration,Meaning
Daily Conversation - Hometown,"पीटर: जी हाँ, मेरे शहर में एक डाक घर, और एक पुलिस थाना भी है | पटना में क्या-क्या है","Peter: jI hA.N, mere shahara meM eka DAka ghara, aura eka pulisa thAnA bhI hai | paTanA meM kyA-kyA hai","Peter: Yes, In my town, there is one post office, and one police station too. What are there in Patna"
Daily Conversation - Hometown,"ऋतिक: पटना के बारे में, हम बाद में बात करें | अब क्लास का समय है","Hritik: paTanA ke bAre meM, hama bAda meM bAta kareM | aba klAsa kA samaya hai","Hritik: Let’s talk about Patna later. Now, it is time for class"
Daily Conversation - Hometown,"पीटर: ठीक है, कोई बात नहीं | पीटर का शहर","Peter: ThIka hai, koI bAta nahIM | pITara kA shahara","Peter: Okay, No problem. Listening Listening 140140      Rajiv RanjanRajiv Ranjan"
Daily Conversation - Vegetable Market,विद्या: नमस्ते भइया,Vidya: namaste bhaiyA,Vidya: Hello
Daily Conversation - Vegetable Market,"दुकानदार: जी नमस्ते, आपको क्या चाहिए","Shopkeeper: jI namaste, Apako kyA chAhie","Shopkeeper: Yes, What do you want"
Daily Conversation - Vegetable Market,विद्या: आपके पास कौन-कौन सी सब्ज़ियाँ हैं,Vidya: Apake pAsa kauna-kauna sI sabziyA.N haiM,Vidya: What types of vegetables do you have
Daily Conversation - Vegetable Market,"दुकानदार: मेरे पास आलू, टमाटर, प्याज, गोभी, मूली, पालक, और करेला आदि सब्ज़ियाँ हैं","Shopkeeper: mere pAsa AlU, TamATara, pyAja, gobhI, mUlI, pAlaka, aura karelA Adi sabziyA.N haiM","Shopkeeper: I have potato, tomato, onion, cauliflower, radish, spinach, and bitter gourd, etc"
Daily Conversation - Vegetable Market,विद्या: मुझे करेला और मूली पसंद नहीं | क्या आपके पास बैंगन और मटर है | मुझे मटर बहुत पसंद है,Vidya: mujhe karelA aura mUlI pasaMda nahIM | kyA Apake pAsa baiMgana aura maTara hai | mujhe maTara bahuta pasaMda hai,Vidya: I do not like bitter-gourd and radish. Do you have eggplant and peas. I like peas a lot
Daily Conversation - Vegetable Market,"दुकानदार: जी हाँ, मेरे पास बैंगन है | माफ़ कीजिए, मगर, आजकल, मटर का मौसम नहीं है | इसलिए मेरे पास मटर नहीं है","Shopkeeper: jI hA.N, mere pAsa baiMgana hai | mAf kIjie, magara, Ajakala, maTara kA mausama nahIM hai | isalie mere pAsa maTara nahIM hai","Shopkeeper: Yes, I have eggplant. Sorry, but, this is not the season for peas. This is why, I do not have peas"
Daily Conversation - Vegetable Market,"विद्या: कोई बात नहीं, बैंगन कितने का है","Vidya: koI bAta nahIM, baiMgana kitane kA hai","Vidya: No problem, What is the cost of eggplant"
Daily Conversation - Vegetable Market,दुकानदार: बैंगन 50 रूपये किलो है,Shopkeeper: baiMgana 50 rUpaye kilo hai,Shopkeeper: Eggplant is 50 rupees per kilo
Daily Conversation - Vegetable Market,विद्या: मुझे लगता है कि यह बहुत महँगा है,Vidya: mujhe lagatA hai ki yaha bahuta maha.NgA hai,"Vidya: I think, it is quite expensive"
Daily Conversation - Vegetable Market,"दुकानदार: नहीं जी, दाम एक दम ठीक है | क्या आपको मालूम है कि यहाँ बैंगन का आयात हम दूसरे राज्यों से करते हैं","Shopkeeper: nahIM jI, dAma eka dama ThIka hai | kyA Apako mAlUma hai ki yahA.N baiMgana kA AyAta hama dUsare rAjyoM se karate haiM","Shopkeeper: No, the price is absolutely right. Do you know that we import eggplants from other states"
Daily Conversation - Vegetable Market,"विद्या: अच्छा भइया, मुझे मटर, इस बाज़ार में, कहाँ मिलेगा","Vidya: achChA bhaiyA, mujhe maTara, isa bAzAra meM, kahA.N milegA","Vidya: Okay brother, where can I get peas in this market"
Daily Conversation - Vegetable Market,दुकानदार: इस बाज़ार में तो आपको मटर कहीं नहीं मिलेगा,Shopkeeper: isa bAzAra meM to Apako maTara kahIM nahIM milegA,Shopkeeper: You will not get peas in this market anywhere
Daily Conversation - Vegetable Market,विद्या: अच्छा कोई बात नहीं | आधा किलो आलू और एक किलो टमाटर दीजिए,Vidya: achChA koI bAta nahIM | AdhA kilo AlU aura eka kilo TamATara dIjie,"Vidya: Okay, no problem. Please give me half kilo potato and one kilo tomato"
Daily Conversation - Vegetable Market,दुकानदार: ठीक है | और कुछ,Shopkeeper: ThIka hai | aura kuCha,Shopkeeper: Okay. Anything else
Daily Conversation - Vegetable Market,विद्या: क्या आपके पास फल भी हैं,Vidya: kyA Apake pAsa phala bhI haiM,Vidya: Do you have fruits too
Daily Conversation - Vegetable Market,"दुकानदार: जी हाँ, मेरे पास सभी मौसमी फल हैं | आपको कौन से फल चाहिए","Shopkeeper: jI hA.N, mere pAsa sabhI mausamI phala haiM | Apako kauna se phala chAhie","Shopkeeper: Yes, I have all seasonal fruits. What fruits do you want"
Daily Conversation - Vegetable Market,विद्या: एक दर्जन केले और एक किलो सेब दे दीजिए,Vidya: eka darjana kele aura eka kilo seba de dIjie,Vidya: Please give me one dozen banana and one kilo apple
Daily Conversation - Vegetable Market,"दुकानदार: ठीक है | यह लीजिये आधा किलो आलू, एक किलो टमाटर, एक दर्जन केले और एक किलो सेब","Shopkeeper: ThIka hai | yaha lIjiye AdhA kilo AlU, eka kilo TamATara, eka darjana kele aura eka kilo seba","Shopkeeper: Okay, Please take half kilo potato, one kilo tomato, one dozen banana, and one kilo apple"
Daily Conversation - Vegetable Market,विद्या: कितना हुआ,Vidya: kitanA huA,Vidya: How much
Daily Conversation - Vegetable Market,दुकानदार: एक सौ पंद्रह रूपये,Shopkeeper: eka sau paMdraha rUpaye,Shopkeeper: 115 rupees
Daily Conversation - Vegetable Market,"विद्या: ठीक है. यह लीजिए आपके पैसे, नमस्ते","Vidya: ThIka hai. yaha lIjie Apake paise, namaste","Vidya: Okay, please take your money. Bye"
Daily Conversation - Vegetable Market,दुकानदार: नमस्ते,Shopkeeper: namaste,Shopkeeper: Bye. BBASIC HINDIASIC HINDI      165165
Daily Conversation - Restaurant,"बैरा: आइये साहब, इस भोजनालय में आपका स्वागत है,  यहाँ बैठिये","Waiter: Aiye sAhaba, isa bhojanAlaya meM ApakA svAgata hai,  yahA.N baiThiye","Waiter: Please come sir, you are welcome in this restaurant, please sit here"
Daily Conversation - Restaurant,ऋतिक: धन्यवाद ! खिड़की के पास कोई टेबल ख़ाली है ? मुझे बाहर का दृश्य देखना पसंद है,Hritik: dhanyavAda ! khirkI ke pAsa koI Tebala khAlI hai ? mujhe bAhara kA dRRishya dekhanA pasaMda hai,Hritik: Thanks! Is there any table available near a window? I like to see outside view
Daily Conversation - Restaurant,"बैरा: जी हाँ साहब ख़ाली है, आइये, वहाँ बैठिये","Waiter: jI hA.N sAhaba khAlI hai, Aiye, vahA.N baiThiye","Waiter: Yes sir, it is available. Please come sit there"
Daily Conversation - Restaurant,"ऋतिक: बहुत अच्छा भाई, धन्यवाद [बैठने के बाद] [   ] [After sitting] [After sitting]","Hritik: bahuta achChA bhAI, dhanyavAda [baiThane ke bAda] [   ] [After sitting] [After sitting]","Hritik: Very well brother, thanks"
Daily Conversation - Restaurant,"बैरा: यह लीजिये पानी और खाने का मेन्यु (menu) | पानी के अलावा, पीने के लिए आपको क्या चाहिए","Waiter: yaha lIjiye pAnI aura khAne kA menyu (menu) | pAnI ke alAvA, pIne ke lie Apako kyA chAhie",Waiter: Here is water and food menu. What else do you want to drink other than water
Daily Conversation - Restaurant,"ऋतिक: मुझे आपके यहाँ की शरबत बहुत पसंद है | पूजा, तुम्हें क्या चाहिए ? I really like your “Sharabat.”","Hritik: mujhe Apake yahA.N kI sharabata bahuta pasaMda hai | pUjA, tumheM kyA chAhie ? I really like your “Sharabat.”","Hritik: Puja, what do you want"
Daily Conversation - Restaurant,पूजा: मुझे लस्सी चाहिए | मुझे आम की लस्सी बहुत पसंद है | [थोड़ी देर बाद] [   ] [After a while] [After a while],Puja: mujhe lassI chAhie | mujhe Ama kI lassI bahuta pasaMda hai | [thorI dera bAda] [   ] [After a while] [After a while],Puja: I want lassii. I really like mango lassii
Daily Conversation - Restaurant,"बैरा: साहब, यह लीजिये आपकी शरबत, और मेम साहब, यह रही आपकी आम की लस्सी | आप लोग खाने में क्या-क्या लेंगे","Waiter: sAhaba, yaha lIjiye ApakI sharabata, aura mema sAhaba, yaha rahI ApakI Ama kI lassI | Apa loga khAne meM kyA-kyA leMge","Waiter: Sir, there is your “sharabat,” and madam, here is your mango lassii. What do you like in food"
Daily Conversation - Restaurant,"ऋतिक: मुझे चिकेन करी, दो रोटियाँ,और एक प्लेट चावल चाहिए","Hritik: mujhe chikena karI, do roTiyA.N,aura eka pleTa chAvala chAhie","Hritik: I want chicken curry, two breads, and one plate rice"
Daily Conversation - Restaurant,"पूजा: मुझे पालक पनीर, और दो रोटियाँ चाहिए","Puja: mujhe pAlaka panIra, aura do roTiyA.N chAhie","Puja: I want palak paneer, and two breads"
Daily Conversation - Restaurant,बैरा: और कुछ,Waiter: aura kuCha,Waiter: Anything else
Daily Conversation - Restaurant,"पूजा: जी हाँ, मुझे एक प्लेट हरी सब्ज़ियों का सलाद भी चाहिए","Puja: jI hA.N, mujhe eka pleTa harI sabziyoM kA salAda bhI chAhie","Puja: Yes, I need one plate of green vegetables’ salad"
Daily Conversation - Restaurant,बैरा: बहुत अच्छा | [खाना खाने के बाद] [    ] [After eating the food] [After eating the food],Waiter: bahuta achChA | [khAnA khAne ke bAda] [    ] [After eating the food] [After eating the food],Waiter: Very well
Daily Conversation - Restaurant,बैरा: क्या आप को खाना पसंद आया,Waiter: kyA Apa ko khAnA pasaMda AyA,Waiter: Did you like the food
Daily Conversation - Restaurant,"पूजा: जी हाँ, खाना बहुत स्वादिष्ट था","Puja: jI hA.N, khAnA bahuta svAdiShTa thA","Puja: Yes, it was delicious"
Daily Conversation - Restaurant,बैरा: धन्यवाद मेम साहब ! आपको मीठे में क्या चाहिए,Waiter: dhanyavAda mema sAhaba ! Apako mIThe meM kyA chAhie,Waiter: Thanks madam! What do you like in dessert
Daily Conversation - Restaurant,"ऋतिक: मुझे एक कुल्फी चाहिए | और पूजा, तुम्हें क्या चाहिए","Hritik: mujhe eka kulphI chAhie | aura pUjA, tumheM kyA chAhie","Hritik: I like kulfi. And Puja, what do you want"
Daily Conversation - Restaurant,पूजा: मुझे भी कुल्फी पसंद है,Puja: mujhe bhI kulphI pasaMda hai,Puja: I like kulfi too
Daily Conversation - Restaurant,बैरा: बहुत अच्छा साहब | मैं अभी लाता हूँ,Waiter: bahuta achChA sAhaba | maiM abhI lAtA hU.N,Waiter: Very well. I will bring that right away
Daily Conversation - Restaurant,"ऋतिक: और हाँ भाई, हमें खाने का बिल भी जल्दी चाहिए | हमें फ़िल्म के लिए देर हो रही है","Hritik: aura hA.N bhAI, hameM khAne kA bila bhI jaldI chAhie | hameM filma ke lie dera ho rahI hai","Hritik: And yes brother, please bring the bill too. We are getting late for a movie"
Daily Conversation - Restaurant,बैरा: बिल्कुल साहब | [थोड़ी देर बाद] [   ] [After a while] [After a while],Waiter: bilkula sAhaba | [thorI dera bAda] [   ] [After a while] [After a while],Waiter: Sure sir
Daily Conversation - Restaurant,बैरा: ये लीजिये साहब आपकी कुल्फियां और खाने का बिल,Waiter: ye lIjiye sAhaba ApakI kulphiyAM aura khAne kA bila,Waiter: Here is your kulfi and bill
Daily Conversation - Restaurant,ऋतिक: कुल कितने रूपये का बिल है,Hritik: kula kitane rUpaye kA bila hai,Hritik: What is the total amount
Daily Conversation - Restaurant,बैरा: 180 रूपये का साहब,Waiter: 180 rUpaye kA sAhaba,"Waiter: 180 rupees, sir"
Daily Conversation - Restaurant,ऋतिक: यह लो दो सौ रूपये | 20 रूपये तुम्हारे लिए,Hritik: yaha lo do sau rUpaye | 20 rUpaye tumhAre lie,Hritik: Please take 200 rupees. 20 rupees for you. 170170      Rajiv RanjanRajiv Ranjan
Daily Conversation - Host Mother,"कमला: बेटी जेन, तुम्हारा हमारे घर में स्वागत है | यह तुम्हारा कमरा है","Kamala: beTI jena, tumhArA hamAre ghara meM svAgata hai | yaha tumhArA kamarA hai","Kamala: Daughter Jen, you are most welcome in our home. This is your room"
Daily Conversation - Host Mother,"जेन: धन्यवाद कमला जी, यह कमरा तो बहुत बड़ा और सुन्दर है","Jen: dhanyavAda kamalA jI, yaha kamarA to bahuta barA aura sundara hai","Jen: Thanks Kamala Ji, This room is very big and beautiful"
Daily Conversation - Host Mother,"कमला: हाँ बेटी, हम यह कमरा हर साल अपने अमेरिकी अतिथी को देते हैं | तुम ठीक से कमरा देख लो और मुझे बताओ कि तुम्हें और कुछ चाहिए","Kamala: hA.N beTI, hama yaha kamarA hara sAla apane amerikI atithI ko dete haiM | tuma ThIka se kamarA dekha lo aura mujhe batAo ki tumheM aura kuCha chAhie","Kamala: Yes daughter, We offer this room to our American guest every year. Please look at this room and let me know if you need anything"
Daily Conversation - Host Mother,"जेन: माता जी, कमरा बहुत अच्छा है| मुझे इन खिड़कियों पर पर्दे चाहिए","Jen: mAtA jI, kamarA bahuta achChA hai| mujhe ina khirkiyoM para parde chAhie","Jen: Mother, the room is very good. I need curtains on these windows"
Daily Conversation - Host Mother,कमला: खिडकियों पर पर्दे हैं| मगर अभी धुलने के लिए उतारे गये हैं,Kamala: khiDakiyoM para parde haiM| magara abhI dhulane ke lie utAre gaye haiM,Kamala: There are curtains on these windows. But right now they are taken down to be washed
Daily Conversation - Host Mother,जेन: अच्छा | मुझे एक टेबल लैंप भी चाहिए,Jen: achChA | mujhe eka Tebala laiMpa bhI chAhie,Jen: Great! I also need a table lamp
Daily Conversation - Host Mother,कमला: ठीक है | मैं आज ही एक टेबल लैंप तुम्हारे कमरे में लगा दूंगी | तुम्हें और कुछ चाहिए,Kamala: ThIka hai | maiM Aja hI eka Tebala laiMpa tumhAre kamare meM lagA dUMgI | tumheM aura kuCha chAhie,Kamala: Very well. I will get you a table lamp in your room. What else do you need
Daily Conversation - Host Mother,जेन: नहीं और कुछ नहीं | धन्यवाद,Jen: nahIM aura kuCha nahIM | dhanyavAda,Jen: Nothing at all. Thanks
Daily Conversation - Host Mother,"कमला: अच्छा बेटी, क्या तुम्हें हिन्दुस्तानी खाना पसंद है","Kamala: achChA beTI, kyA tumheM hindustAnI khAnA pasaMda hai","Kamala: Okay daughter, do you like Indian food"
Daily Conversation - Host Mother,"जेन: जी हाँ, कमला जी, मुझे हिन्दुस्तानी खाना बहुत पसंद है","Jen: jI hA.N, kamalA jI, mujhe hindustAnI khAnA bahuta pasaMda hai","Jen: Yes, Kamala ji, I like Indian food very much"
Daily Conversation - Host Mother,कमला: अच्छा | और तुम्हें सुबह-सुबह चाय चाहिए या कॉफ़ी,Kamala: achChA | aura tumheM subaha-subaha chAya chAhie yA kaॉfI,Kamala: Okay. Do you like tea or coffee in the morning
Daily Conversation - Host Mother,जेन: आप लोग क्या पीते हैं,Jen: Apa loga kyA pIte haiM,Jen: What do you all drink
Daily Conversation - Host Mother,"कमला: हम लोग तो चाय पीते हैं ? मगर घर में, कॉफ़ी मशीन भी है","Kamala: hama loga to chAya pIte haiM ? magara ghara meM, kaॉfI mashIna bhI hai",Kamala: We drink tea. But we have coffee machine in the house too
Daily Conversation - Host Mother,जेन: बहुत अच्छा ! मैं आप लोगों के साथ सुबह सुबह चाय पीना चाहती हूँ,Jen: bahuta achChA ! maiM Apa logoM ke sAtha subaha subaha chAya pInA chAhatI hU.N,Jen: Very well! I would like to drink tea in the morning with you all
Daily Conversation - Host Mother,कमला: बहुत अच्छा ! अब तुम आराम करो और सात बजे तैयार हो कर रात के खाने के लिए बाहर आओ,Kamala: bahuta achChA ! aba tuma ArAma karo aura sAta baje taiyAra ho kara rAta ke khAne ke lie bAhara Ao,Kamala: Very well! Now you rest and come out at 7 PM for dinner
Daily Conversation - Host Mother,"जेन: ठीक है कमला जी, और आपके परिवार के और लोग कहाँ हैं","Jen: ThIka hai kamalA jI, aura Apake parivAra ke aura loga kahA.N haiM",Jen: Okay Kamala ji. Where are the other members of your family
Daily Conversation - Host Mother,"कमला: अभी सब व्यस्त हैं, रात को खाने पर मैं तुम्हारा परिचय सब लोगों से करवा दूंगी","Kamala: abhI saba vyasta haiM, rAta ko khAne para maiM tumhArA parichaya saba logoM se karavA dUMgI","Kamala: Right now, they are busy. I will introduce you to all others at the dinner"
Daily Conversation - Host Mother,"जेन: ठीक है, कमला जी | आपका बहुत बहुत  धन्यवाद","Jen: ThIka hai, kamalA jI | ApakA bahuta bahuta  dhanyavAda",Jen: Okay Kamala ji. Thanks to you. Listening Listening Please listen to the above written conversation. Click Here BBASIC HINDIASIC HINDI      175175
Daily Conversation - SIM Card Shop,"जेन: नमस्ते जी, क्या आपके पास airtel का सिम कार्ड है","Jen: namaste jI, kyA Apake pAsa airtel kA sima kArDa hai","Jen: Namaste ji, do you have airtel sim card"
Daily Conversation - SIM Card Shop,"दुकानदार: जी हाँ, यहाँ आपको सभी कम्पनीयों के सिम कार्ड मिलेंगे","Shopkeeper: jI hA.N, yahA.N Apako sabhI kampanIyoM ke sima kArDa mileMge","Shopkeeper: Yes, here, you will sim card of all the companies"
Daily Conversation - SIM Card Shop,जेन: मुझे airtel का एक सिम कार्ड चाहिए,Jen: mujhe airtel kA eka sima kArDa chAhie,Jen: I just need one airtel sim card
Daily Conversation - SIM Card Shop,"दुकानदार: ठीक है, क्या आपके पास कोई फ़ोटो वाली पहचान कार्ड है","Shopkeeper: ThIka hai, kyA Apake pAsa koI foTo vAlI pahachAna kArDa hai","Shopkeeper: Okay, Do you have any photo identity card"
Daily Conversation - SIM Card Shop,"जेन: जी हाँ, मेरे पास मेरा पासपोर्ट है","Jen: jI hA.N, mere pAsa merA pAsaporTa hai","Jen: Yes, I have my passport"
Daily Conversation - SIM Card Shop,दुकानदार: बहुत अच्छा | क्या आपके पास आपका कोई फ़ोटो है,Shopkeeper: bahuta achChA | kyA Apake pAsa ApakA koI foTo hai,"Shopkeeper: Very good, do you have a photo"
Daily Conversation - SIM Card Shop,"जेन: जी हाँ, मेरी मेज़बान माता जी ने कहा था कि मुझे फ़ोटो ले जाना चाहिए | यह रहा मेरा फ़ोटो","Jen: jI hA.N, merI mezbAna mAtA jI ne kahA thA ki mujhe foTo le jAnA chAhie | yaha rahA merA foTo","Jen: Yes, my host mother had said that I should bring my photo. Here is my photo"
Daily Conversation - SIM Card Shop,दुकानदार: अरे वाह ! यह बहुत अच्छी बात है | आपको सिम कार्ड में कितने पैसे चाहिए,Shopkeeper: are vAha ! yaha bahuta achChI bAta hai | Apako sima kArDa meM kitane paise chAhie,Shopkeeper: Wonderful! This is good. How much money do you need in your sim card
Daily Conversation - SIM Card Shop,जेन: मुझे मालूम नहीं | क्या आप मुझे इसके बारे में बता सकते हैं,Jen: mujhe mAlUma nahIM | kyA Apa mujhe isake bAre meM batA sakate haiM,Jen: I don’t know. Can you tell me more about it
Daily Conversation - SIM Card Shop,"दुकानदार: जी हाँ ज़रूर, आम तौर पर, लोग तीन सौ रूपये का रिचार्ज ख़रीदते हैं| इसके अलावा, दो सौ रूपये का इन्टरनेट पैक","Shopkeeper: jI hA.N zrUra, Ama taura para, loga tIna sau rUpaye kA richArja khrIdate haiM| isake alAvA, do sau rUpaye kA inTaraneTa paika","Shopkeeper: Sure, generally, people get recharge of 300 rupees. Other than that, they also get internet pack of rupees 200"
Daily Conversation - SIM Card Shop,जेन: ठीक है| मुझे भी ये दोनों चाहिए,Jen: ThIka hai| mujhe bhI ye donoM chAhie,Jen: Okay. I need both of these
Daily Conversation - SIM Card Shop,दुकानदार: बहुत अच्छा | यह लीजिये आपका सिम कार्ड,Shopkeeper: bahuta achChA | yaha lIjiye ApakA sima kArDa,Shopkeeper: Very well. Here is your sim card
Daily Conversation - SIM Card Shop,जेन: कितने पैसे हुए,Jen: kitane paise hue,Jen: How much money
Daily Conversation - SIM Card Shop,दुकानदार: पांच सौ पचास रूपये,Shopkeeper: pAMcha sau pachAsa rUpaye,Shopkeeper: 550
Daily Conversation - SIM Card Shop,"जेन: अरे भाई, सिर्फ़ पांच सौ रूपये हुए ना","Jen: are bhAI, sirf pAMcha sau rUpaye hue nA","Jen: Oh brother, is it not 500 rupees only"
Daily Conversation - SIM Card Shop,"दुकानदार: नहीं मैडम, पचास रूपये सिम शुरू करने का चार्ज है","Shopkeeper: nahIM maiDama, pachAsa rUpaye sima shurU karane kA chArja hai","Shopkeeper: No madam, 50 rupees is service charge to activate the sim card"
Daily Conversation - SIM Card Shop,जेन: अच्छा ठीक है| यह लीजिये आपके पांच सौ पचास रूपये,Jen: achChA ThIka hai| yaha lIjiye Apake pAMcha sau pachAsa rUpaye,"Jen: Okay, alright. Please take this 550 rupees"
Daily Conversation - SIM Card Shop,"दुकानदार: बहुत अच्छा, धन्यवाद जेन सिम कार्ड/फ़ोन की दुकान पर","Shopkeeper: bahuta achChA, dhanyavAda jena sima kArDa/fona kI dukAna para","Shopkeeper: Very good, thanks! Listening Listening Post reading/Listening Activities: Post reading/Listening Activities: An interactive H5P element has been excluded from this version of the text. You can view it online here: https://openbooks.lib.msu.edu/basichindi/?p=930#h5p-87 194194      Rajiv RanjanRajiv Ranjan"
Daily Conversation - Cooking,विद्या: कैसे हो ऋतिक,Vidya: kaise ho RRitika,Vidya: How are your Hritik
Daily Conversation - Cooking,ऋतिक: मैं ठीक हूँ | धन्यवाद | तुम कैसी हो,Hritik: maiM ThIka hU.N | dhanyavAda | tuma kaisI ho,Hritik: I am fine. Thanks. How are you
Daily Conversation - Cooking,विद्या: मैं भी ठीक हूँ | धन्यवाद | आज तुम्हारे लंच बॉक्स में क्या है,Vidya: maiM bhI ThIka hU.N | dhanyavAda | Aja tumhAre laMcha baॉksa meM kyA hai,Vidya: I am good as well. Thanks. What is in your lunch box today
Daily Conversation - Cooking,ऋतिक: आज मेरे लंच बॉक्स में रोटी और सब्ज़ी है,Hritik: Aja mere laMcha baॉksa meM roTI aura sabzI hai,Hritik: I have break and vegetable in my lunch box today
Daily Conversation - Cooking,विद्या: क्या यह तुम्हारा पसंदीदा खाना है,Vidya: kyA yaha tumhArA pasaMdIdA khAnA hai,Vidya: Is this your favorite food
Daily Conversation - Cooking,"ऋतिक: नहीं, मुझे खिचड़ी बहुत पसंद है","Hritik: nahIM, mujhe khicharI bahuta pasaMda hai","Hritik: No, I like khichadi a lot"
Daily Conversation - Cooking,विद्या: अरे वाह! मुझे भी खिचड़ी पसंद है | लेकिन मुझे खिचड़ी बनानी नहीं आती,Vidya: are vAha! mujhe bhI khicharI pasaMda hai | lekina mujhe khicharI banAnI nahIM AtI,Vidya: Wao! I too like khichadi. But I don’t know how to cook it
Daily Conversation - Cooking,ऋतिक: अरे यह तो बहुत आसान है,Hritik: are yaha to bahuta AsAna hai,Hritik: This is very easy
Daily Conversation - Cooking,विद्या: क्या तुम मुझे इसे बनाने की विधि बता सकते हो,Vidya: kyA tuma mujhe ise banAne kI vidhi batA sakate ho,Vidya: Can you tell me the recipe of it
Daily Conversation - Cooking,"ऋतिक: बिल्कुल, खिचड़ी बनाने के लिए तुम्हें चावल, दाल, टमाटर, प्याज, मटर, घी, लाल मिर्च, हरी मिर्च, अदरक, लहसून, जीरा, हिंग, हल्दी, गर्म मसाला, धनिया और नमक चाहिए","Hritik: bilkula, khicharI banAne ke lie tumheM chAvala, dAla, TamATara, pyAja, maTara, ghI, lAla mircha, harI mircha, adaraka, lahasUna, jIrA, hiMga, haldI, garma masAlA, dhaniyA aura namaka chAhie","Hritik: Sure, To cook khichadi, you need rice, lentils, tomato, onion, peas, ghee, red chilli, green chiili, ginger, garlic, cumin, asafoetida, turmeric, garam masala, coriander, and salt"
Daily Conversation - Cooking,विद्या: मुझे लगता है कि ये सारी चीज़ें मेरे घर पर हैं | अब मुझे इसे बनाने की विधि बताओ,Vidya: mujhe lagatA hai ki ye sArI chIzeM mere ghara para haiM | aba mujhe ise banAne kI vidhi batAo,"Vidya: I think these all things are available at home. Now, tell me the recipe"
Daily Conversation - Cooking,"ऋतिक: सबसे पहले एक प्रेशर कुकर में, घी डालो, फिर उस में जीरा, दो लाल मिर्च और हिंग डालो | दो मिनट तलने के बाद उस में प्याज, टमाटर, मटर, अदरक, लहसून, और नमक डाल कर तीन से चार मिनट तक पकाओ | उसके बाद, उसमें हल्दी, और गर्म मसाला डालो| जब एक पेस्ट तैयार हो जाय तो उसमे दाल और चावल डालो | उसे अच्छे से मिलाओ | फिर प्रेशर कुकर में चार-पांच कप पानी डाल कर पांच सिटी लगने तक पकाओ | फिर प्रेशर कुकर खोलो और खिचड़ी को दही के साथ परोसो","Hritik: sabase pahale eka preshara kukara meM, ghI DAlo, phira usa meM jIrA, do lAla mircha aura hiMga DAlo | do minaTa talane ke bAda usa meM pyAja, TamATara, maTara, adaraka, lahasUna, aura namaka DAla kara tIna se chAra minaTa taka pakAo | usake bAda, usameM haldI, aura garma masAlA DAlo| jaba eka pesTa taiyAra ho jAya to usame dAla aura chAvala DAlo | use achChe se milAo | phira preshara kukara meM chAra-pAMcha kapa pAnI DAla kara pAMcha siTI lagane taka pakAo | phira preshara kukara kholo aura khicharI ko dahI ke sAtha paroso","Hritik: First of all, Add ghee, cumin, two red chilli and asafoetida in a pressure cooker. After frying that for two minutes, add onion, tomato, peas, ginger, garlic, and salt in that and cook for three to four minutes. After that add turmeric and garam masala in it. When the pest is ready, add rice and lentils in it. Mix it well. Add four to five cups of water in it and cook it till five whistles. After that open the pressure cooker and serve the khichadi with yogurt"
Daily Conversation - Cooking,विद्या: यह तो बहुत आसान है | मैं आज ही इसे बनाने की कोशिश करूँगी,Vidya: yaha to bahuta AsAna hai | maiM Aja hI ise banAne kI koshisha karU.NgI,Vidya: This is very easy. I will try to cook it today
Daily Conversation - Cooking,"ऋतिक: अच्छा विद्या, तुम्हारा पसंदीदा खाना क्या है","Hritik: achChA vidyA, tumhArA pasaMdIdA khAnA kyA hai","Hritik: Okay Vidya, what is your favorite food"
Daily Conversation - Cooking,विद्या: मुझे तो चिकेन करी बहुत पसंद है,Vidya: mujhe to chikena karI bahuta pasaMda hai,Vidya: I like chicken curry a lot
Daily Conversation - Cooking,ऋतिक: क्या तुम मुझे चिकेन करी बनाने की विधि बता सकती हो,Hritik: kyA tuma mujhe chikena karI banAne kI vidhi batA sakatI ho,Hritik: Can you tell me the recipe of the chicken curry
Daily Conversation - Cooking,"विद्या: हाँ, क्यों नहीं ? लेकिन आज नहीं, कल","Vidya: hA.N, kyoM nahIM ? lekina Aja nahIM, kala","Vidya: Yes, why not? But not today, tomorrow"
Daily Conversation - Cooking,ऋतिक: ठीक है | फिर मिलेंगे,Hritik: ThIka hai | phira mileMge,"Hritik: Okay, see you again"
Daily Conversation - Cooking,विद्या: नमस्ते मेरा पसंदीदा खाना और इसे बनाने की विधि,Vidya: namaste merA pasaMdIdA khAnA aura ise banAne kI vidhi,Vidya: Namaste. Listening Listening 198198      Rajiv RanjanRajiv Ranjan
Daily Conversation - Directions,पीटर: हैलो शिल्पा,Peter: hailo shilpA,Peter: Hello Shilpa
Daily Conversation - Directions,"शिल्पा: हैलो पीटर, क्या बात है ? तुम कहाँ हो","Shilpa: hailo pITara, kyA bAta hai ? tuma kahA.N ho","Shilpa: Hello Peter, What is the matter? Where are you"
Daily Conversation - Directions,पीटर: मैं एक भारतीय रेस्टोरेंट में हूँ | यह बहुत अच्छी जगह है | अगर तुम ख़ाली हो तो हम साथ में खाना खा सकते हैं,Peter: maiM eka bhAratIya resToreMTa meM hU.N | yaha bahuta achChI jagaha hai | agara tuma khAlI ho to hama sAtha meM khAnA khA sakate haiM,Peter: I am at an Indian restaurant. This is a great place. If you are available we can eat lunch together
