Source,Hindi,Transliteration,Meaning
Daily Conversation,अच्छा कोई बात नहीं | आधा किलो आलू और एक किलो टमाटर दीजिए,"Okay, no problem",Please give me half
Daily Conversation,ठीक है | और कुछ,ThIka hai | aura kuCha,Okay. Anything else
Daily Conversation,क्या आपके पास फल भी हैं,kyA Apake pAsa phala bhI haiM,Do you have fruits too
Daily Conversation,"जी हाँ, मेरे पास सभी मौसमी फल हैं | आपको कौन से फल चाहिए","jI hA.N, mere pAsa sabhI mausamI phala haiM | Apako kauna se phala chAhie","Yes, I have all seasonal fruits. What"
Daily Conversation,एक दर्जन केले और एक किलो सेब दे दीजिए,eka darjana kele aura eka kilo seba de dIjie,Please give me one dozen banana and
Daily Conversation,कितना हुआ,kitanA huA,How much
Daily Conversation,एक सौ पंद्रह रूपये,eka sau paMdraha rUpaye,115 rupees
Daily Conversation,"ठीक है. यह लीजिए आपके पैसे, नमस्ते","Okay, please take your money",Bye
Daily Conversation,"आइये साहब, इस भोजनालय में आपका स्वागत है,  यहाँ बैठिये","Aiye sAhaba, isa bhojanAlaya meM ApakA svAgata hai,  yahA.N baiThiye","Please come sir, you are welcome in this"
Daily Conversation,"जी हाँ साहब ख़ाली है, आइये, वहाँ बैठिये","Yes sir, it is available",Please come sit there
Daily Conversation,"बहुत अच्छा भाई, धन्यवाद","bahuta achChA bhAI, dhanyavAda","Very well brother, thanks"
Daily Conversation,"मुझे आपके यहाँ की शरबत बहुत पसंद है | पूजा, तुम्हें क्या चाहिए ? I really like your “Sharabat.”","mujhe Apake yahA.N kI sharabata bahuta pasaMda hai | pUjA, tumheM kyA chAhie ? I really like your “Sharabat.”","Puja, what do you"
Daily Conversation,मुझे लस्सी चाहिए | मुझे आम की लस्सी बहुत पसंद है,I want lassii,I really like mango lassii
Daily Conversation,"मुझे चिकेन करी, दो रोटियाँ,और एक प्लेट चावल चाहिए","mujhe chikena karI, do roTiyA.N,aura eka pleTa chAvala chAhie","I want chicken curry, two breads, and one plate"
Daily Conversation,"मुझे पालक पनीर, और दो रोटियाँ चाहिए","mujhe pAlaka panIra, aura do roTiyA.N chAhie","I want palak paneer, and two breads"
Daily Conversation,और कुछ,aura kuCha,Anything else
Daily Conversation,"जी हाँ, मुझे एक प्लेट हरी सब्ज़ियों का सलाद भी चाहिए","Yes,",I need one plate of green vegetables’ salad
Daily Conversation,बहुत अच्छा,bahuta achChA,Very well
Daily Conversation,क्या आप को खाना पसंद आया,kyA Apa ko khAnA pasaMda AyA,Did you like the food
Daily Conversation,"जी हाँ, खाना बहुत स्वादिष्ट था","jI hA.N, khAnA bahuta svAdiShTa thA","Yes, it was delicious"
Daily Conversation,धन्यवाद मेम साहब ! आपको मीठे में क्या चाहिए,dhanyavAda mema sAhaba ! Apako mIThe meM kyA chAhie,Thanks madam! What do you like in dessert
Daily Conversation,"मुझे एक कुल्फी चाहिए | और पूजा, तुम्हें क्या चाहिए","mujhe eka kulphI chAhie | aura pUjA, tumheM kyA chAhie","I like kulfi. And Puja, what do you want"
Daily Conversation,मुझे भी कुल्फी पसंद है,mujhe bhI kulphI pasaMda hai,I like kulfi too
Daily Conversation,बहुत अच्छा साहब | मैं अभी लाता हूँ,Very well,I will bring that right away
Daily Conversation,बिल्कुल साहब,bilkula sAhaba,Sure sir
Daily Conversation,ये लीजिये साहब आपकी कुल्फियां और खाने का बिल,ye lIjiye sAhaba ApakI kulphiyAM aura khAne kA bila,Here is your kulfi and bill
Daily Conversation,कुल कितने रूपये का बिल है,kula kitane rUpaye kA bila hai,What is the total amount
Daily Conversation,180 रूपये का साहब,180 rUpaye kA sAhaba,"180 rupees, sir"
Daily Conversation,यह लो दो सौ रूपये | 20 रूपये तुम्हारे लिए,yaha lo do sau rUpaye | 20 rUpaye tumhAre lie,Please take 200 rupees. 20 rupees for you
Daily Conversation,"बेटी जेन, तुम्हारा हमारे घर में स्वागत है | यह तुम्हारा कमरा है","beTI jena, tumhArA hamAre ghara meM svAgata hai | yaha tumhArA kamarA hai","Daughter Jen, you are most welcome in our"
Daily Conversation,"धन्यवाद कमला जी, यह कमरा तो बहुत बड़ा और सुन्दर है","Thanks Kamala Ji,",This room is very big and
Daily Conversation,"माता जी, कमरा बहुत अच्छा है| मुझे इन खिड़कियों पर पर्दे चाहिए","Mother, the room is very good",I need curtains on
Daily Conversation,खिडकियों पर पर्दे हैं| मगर अभी धुलने के लिए उतारे गये हैं,There are curtains on these windows,But right
Daily Conversation,अच्छा | मुझे एक टेबल लैंप भी चाहिए,Great,I also need a table lamp
Daily Conversation,नहीं और कुछ नहीं | धन्यवाद,Nothing at all,Thanks
Daily Conversation,"अच्छा बेटी, क्या तुम्हें हिन्दुस्तानी खाना पसंद है","achChA beTI, kyA tumheM hindustAnI khAnA pasaMda hai","Okay daughter, do you like Indian food"
Daily Conversation,"जी हाँ, कमला जी, मुझे हिन्दुस्तानी खाना बहुत पसंद है","Yes,","Kamala ji, I like Indian food very much"
Daily Conversation,अच्छा | और तुम्हें सुबह-सुबह चाय चाहिए या कॉफ़ी,achChA | aura tumheM subaha-subaha chAya chAhie yA kaॉfI,Okay. Do you like tea or coffee in the morning
Daily Conversation,आप लोग क्या पीते हैं,Apa loga kyA pIte haiM,What do you all drink
Daily Conversation,"हम लोग तो चाय पीते हैं ? मगर घर में, कॉफ़ी मशीन भी है",We drink tea,But we have coffee machine in the
Daily Conversation,बहुत अच्छा ! मैं आप लोगों के साथ सुबह सुबह चाय पीना चाहती हूँ,Very well,I would like to drink tea in the
Daily Conversation,"ठीक है कमला जी, और आपके परिवार के और लोग कहाँ हैं","ThIka hai kamalA jI, aura Apake parivAra ke aura loga kahA.N haiM",Okay Kamala ji. Where are the other members of
Daily Conversation,"ठीक है, कमला जी | आपका बहुत बहुत  धन्यवाद","ThIka hai, kamalA jI | ApakA bahuta bahuta  dhanyavAda",Okay Kamala ji. Thanks to you
Daily Conversation,"नमस्ते जी, क्या आपके पास airtel का सिम कार्ड है","namaste jI, kyA Apake pAsa airtel kA sima kArDa hai","Namaste ji, do you have airtel sim card"
Daily Conversation,"जी हाँ, यहाँ आपको सभी कम्पनीयों के सिम कार्ड मिलेंगे","jI hA.N, yahA.N Apako sabhI kampanIyoM ke sima kArDa mileMge","Yes, here, you will sim card of all the"
Daily Conversation,मुझे airtel का एक सिम कार्ड चाहिए,mujhe airtel kA eka sima kArDa chAhie,I just need one airtel sim card
Daily Conversation,"ठीक है, क्या आपके पास कोई फ़ोटो वाली पहचान कार्ड है","Okay,",Do you have any photo identity
Daily Conversation,"जी हाँ, मेरे पास मेरा पासपोर्ट है","Yes,",I have my passport
Daily Conversation,बहुत अच्छा | क्या आपके पास आपका कोई फ़ोटो है,bahuta achChA | kyA Apake pAsa ApakA koI foTo hai,"Very good, do you have a photo"
Daily Conversation,अरे वाह ! यह बहुत अच्छी बात है | आपको सिम कार्ड में कितने पैसे चाहिए,are vAha ! yaha bahuta achChI bAta hai | Apako sima kArDa meM kitane paise chAhie,Wonderful! This is good. How much
Daily Conversation,मुझे मालूम नहीं | क्या आप मुझे इसके बारे में बता सकते हैं,I don’t know,Can you tell me more about
Daily Conversation,ठीक है| मुझे भी ये दोनों चाहिए,Okay,I need both of these
Daily Conversation,बहुत अच्छा | यह लीजिये आपका सिम कार्ड,Very well,Here is your sim card
Daily Conversation,कितने पैसे हुए,kitane paise hue,How much money
Daily Conversation,पांच सौ पचास रूपये,pAMcha sau pachAsa rUpaye,550
Daily Conversation,"अरे भाई, सिर्फ़ पांच सौ रूपये हुए ना","are bhAI, sirf pAMcha sau rUpaye hue nA","Oh brother, is it not 500 rupees only"
Daily Conversation,"नहीं मैडम, पचास रूपये सिम शुरू करने का चार्ज है","nahIM maiDama, pachAsa rUpaye sima shurU karane kA chArja hai","No madam, 50 rupees is service charge to"
Daily Conversation,अच्छा ठीक है| यह लीजिये आपके पांच सौ पचास रूपये,"Okay, alright",Please take this 550 rupees
Daily Conversation,"बहुत अच्छा, धन्यवाद","bahuta achChA, dhanyavAda","Very good, thanks"
Daily Conversation,कैसे हो ऋतिक,kaise ho RRitika,How are your Hritik
Daily Conversation,मैं ठीक हूँ | धन्यवाद | तुम कैसी हो,maiM ThIka hU.N | dhanyavAda | tuma kaisI ho,I am fine. Thanks. How are you
Daily Conversation,मैं भी ठीक हूँ | धन्यवाद | आज तुम्हारे लंच बॉक्स में क्या है,maiM bhI ThIka hU.N | dhanyavAda | Aja tumhAre laMcha baॉksa meM kyA hai,I am good as well. Thanks. What is in your lunch
Daily Conversation,आज मेरे लंच बॉक्स में रोटी और सब्ज़ी है,Aja mere laMcha baॉksa meM roTI aura sabzI hai,I have break and vegetable in my lunch box today
Daily Conversation,क्या यह तुम्हारा पसंदीदा खाना है,kyA yaha tumhArA pasaMdIdA khAnA hai,Is this your favorite food
Daily Conversation,"नहीं, मुझे खिचड़ी बहुत पसंद है","No,",I like khichadi a lot
Daily Conversation,अरे यह तो बहुत आसान है,are yaha to bahuta AsAna hai,This is very easy
Daily Conversation,क्या तुम मुझे इसे बनाने की विधि बता सकते हो,kyA tuma mujhe ise banAne kI vidhi batA sakate ho,Can you tell me the recipe of it
Daily Conversation,यह तो बहुत आसान है | मैं आज ही इसे बनाने की कोशिश करूँगी,This is very easy,I will try to cook it today
Daily Conversation,"अच्छा विद्या, तुम्हारा पसंदीदा खाना क्या है","achChA vidyA, tumhArA pasaMdIdA khAnA kyA hai","Okay Vidya, what is your favorite food"
Daily Conversation,मुझे तो चिकेन करी बहुत पसंद है,mujhe to chikena karI bahuta pasaMda hai,I like chicken curry a lot
Daily Conversation,क्या तुम मुझे चिकेन करी बनाने की विधि बता सकती हो,kyA tuma mujhe chikena karI banAne kI vidhi batA sakatI ho,Can you tell me the recipe of the chicken curry
Daily Conversation,"हाँ, क्यों नहीं ? लेकिन आज नहीं, कल","Yes, why not","But not today, tomorrow"
Daily Conversation,ठीक है | फिर मिलेंगे,ThIka hai | phira mileMge,"Okay, see you again"
Daily Conversation,हैलो शिल्पा,hailo shilpA,Hello Shilpa
Daily Conversation,"हैलो पीटर, क्या बात है ? तुम कहाँ हो","hailo pITara, kyA bAta hai ? tuma kahA.N ho","Hello Peter, What is the matter? Where are you"
Daily Conversation,"हाँ, मैं ख़ाली हूँ | मगर मुझे वहाँ का रास्ता मालूम नहीं","Yes,",I am available. But I don’t know the direction
Daily Conversation,अभी तुम कहाँ हो,abhI tuma kahA.N ho,Where are you right now
Daily Conversation,मैं अभी Wells Hall में हूँ,maiM abhI Wells Hall meM hU.N,I am in  Wells Hall right now
Daily Conversation,बहुत अच्छा | मैं थोड़ी देर में वहाँ आती हूँ,Very well,I come there in a little bit
Daily Conversation,"ठीक है, मैं तुम्हारा इंतज़ार कर रहा हूँ","Okay,",I am waiting for you
Daily Conversation,"पीटर, तुम अपने फ़ोन पर क्या करते रहते हो","pITara, tuma apane fona para kyA karate rahate ho","Peter, what do you keep doing on your phone"
Daily Conversation,मैं अपना फ़ेसबुक देखता रहता हूँ,maiM apanA fesabuka dekhatA rahatA hU.N,I keep checking my facebook
Daily Conversation,यह फ़ेसबुक क्या है,yaha fesabuka kyA hai,What is this facebook
Daily Conversation,"हाँ, ज़रूर, क्या तुम्हारा कोई ई.मेल अड्रेस है","hA.N, zrUra, kyA tumhArA koI I.mela aDresa hai","Yes, indeed, do you have any e.mail. address"
Daily Conversation,"हाँ, मेरा gmail पर एक खाता है","Yes,",I have an account on gmail
Daily Conversation,अरे वाह ! यह तो बहुत आसान है | फिर क्या करना है,are vAha ! yaha to bahuta AsAna hai | phira kyA karanA hai,Oh wao! This is so easy. Then what do I have to
Daily Conversation,बहुत अच्छा ! मैं आज ही फ़ेसबुक पर खाता खोल कर तुम्हें,bahuta achChA ! maiM Aja hI fesabuka para khAtA khola kara tumheM,friend
Daily Conversation,"बहुत अच्छा, फिर हम फ़ेसबुक पर बात करेंगे","bahuta achChA, phira hama fesabuka para bAta kareMge","Very well, then we will chat on facebook"
Daily Conversation,"शुभ प्रात:, माता जी, आप क्या बना रही हैं","shubha prAta:, mAtA jI, Apa kyA banA rahI haiM","Good morning, mother, what are you making"
Daily Conversation,यह तो बहुत अच्छी बात है | मैं चाय बनाना सीखना चाहती हूँ,This is great,I want to learn how to make chai
Daily Conversation,"कमला जी, यह अब उबल रहा है","kamalA jI, yaha aba ubala rahA hai","Kamala ji, this is boiling now"
Daily Conversation,अब आंच कम कीजिये और इसे थोड़ा ठंडा होने दीजिये,aba AMcha kama kIjiye aura ise thorA ThaMDA hone dIjiye,Now please lower the heat and let it cool down a little
Daily Conversation,"कमला जी, यह अब थोड़ा ठंडा हो गया है","kamalA jI, yaha aba thorA ThaMDA ho gayA hai","Kamala ji, it gets cooler a little"
Daily Conversation,हो गया,ho gayA,done
Daily Conversation,यह मेरी ज़िन्दगी का सबसे पहला चाय है जो मैंने ख़ुद बनाया है,Khud,This is the first tea that I have made my own in my life
Daily Conversation,अगर मैं हर दिन इस समय जाग पायी तो,agara maiM hara dina isa samaya jAga pAyI to,If I get up this time everyday
Daily Conversation,"पीटर भाई, नमस्ते, क्या हाल है","pITara bhAI, namaste, kyA hAla hai","Brother Peter, namaste, how are you"
Daily Conversation,"कहो, मैं तुम्हारी क्या मदद कर सकता हूँ","kaho, maiM tumhArI kyA madada kara sakatA hU.N","Tell, How can I help you"
Daily Conversation,मुझे एक छात्रवृत्ति मिली है | मगर मेरा बैंक में खाता नहीं है,I have received a scholarship,"But, I do not have my"
Daily Conversation,"बधाई हो | बैंक में खाता खोलने में, मैं तुम्हारी मदद करूँगा",Congratulations,I will help you to open a bank
Daily Conversation,ठीक है | धन्यवाद | मुझे क्या करना होगा,ThIka hai | dhanyavAda | mujhe kyA karanA hogA,Okay. Thank you. What will I have to do
Daily Conversation,कल तुम एक बैंक से खाता खोलने वाला आवेदन पत्र लाओ,kala tuma eka baiMka se khAtA kholane vAlA Avedana patra lAo,Bring an application form to open a bank account
Daily Conversation,ठीक है| मुझे और किन चीजों की ज़रूरत होगी,ThIka hai| mujhe aura kina chIjoM kI zrUrata hogI,Okay. What else will I need
Daily Conversation,"तुम्हें दो फ़ोटो, आधार कार्ड, और एक ग्रान्टर चाहिए","tumheM do foTo, AdhAra kArDa, aura eka grAnTara chAhie","You need two photos, aadhar card, and a"
Daily Conversation,"कोई बात नहीं, अपना पासपोर्ट लाओ",No worries,Bring your passport
Daily Conversation,ठीक है | मगर ग्रान्टर कौन होगा,ThIka hai | magara grAnTara kauna hogA,"Okay. But, who will be the guarantor"
Daily Conversation,मेरा बैंक में खाता है | मैं तुम्हारा ग्रान्टर बन सकता हूँ,I have a bank account,I can be your guarantor
Daily Conversation,"ठीक है, हम कल मिलेंगे",Okay,We will meet tomorrow
Daily Conversation,"कैसी हो, शिल्पा ? सुना कि तुम और पीटर फ़िल्म देखने गये थे","How are you,",Shilpa? I heard that you and peter
Daily Conversation,जो फ़िल्म तुम और पीटर देखने गये थे,jo filma tuma aura pITara dekhane gaye the,The film that you and peter had gone to watch
Daily Conversation,अरे वाह ! यह तो Love triangle लगता है,Wao,This seems like a love triangle
Daily Conversation,"पीटर, तुम्हें क्रिसमस की हार्दिक शुभकामनायें","Peter,",Merry Christmas to you
Daily Conversation,"नहीं, मेरा पसंदीदा त्योहार दिवाली है","No,",My favorite festival is Diwali
Daily Conversation,"अच्छा, तुम दिवाली कैसे मनाती हो","achChA, tuma divAlI kaise manAtI ho",Okay. How do you celebrate Diwali
Daily Conversation,मुझे तो छठ पूजा बहुत पसंद है,mujhe to ChaTha pUjA bahuta pasaMda hai,I really like Chhath pooja
Daily Conversation,क्या तुम मुझे छठ पूजा में अपने घर बुलाओगे,kyA tuma mujhe ChaTha pUjA meM apane ghara bulAoge,Will you invite me to your home on Chhath pooja
Daily Conversation,"हाँ बिल्कुल, अगले छठ पूजा में तुम मेरे घर ज़रूर आना","hA.N bilkula, agale ChaTha pUjA meM tuma mere ghara zrUra AnA","Yes, of course, you must come to my home on next"
Daily Conversation,और मैं,aura maiM,And me
Daily Conversation,तुम्हारा भी स्वागत है,tumhArA bhI svAgata hai,You are also welcome
Daily Conversation,"नमस्ते माँ, तुम कैसी हो और अभी क्या कर रही हो","namaste mA.N, tuma kaisI ho aura abhI kyA kara rahI ho","Hello mother, how are you and what are you"
Daily Conversation,"मैं भी अच्छी हूँ, माँ | मैं हमारी यात्रा की योजना बना रही हूँ","I am well too, mother",I am making our travel
Daily Conversation,क्या हम जामा मस्जिद भी देखेंगी,kyA hama jAmA masjida bhI dekheMgI,Will we visit Jama masjid too
Daily Conversation,"जी हाँ, जामा मस्जिद, लाल क़िला के पास ही है","Yes,",Jama masjid is near by the red fort
Daily Conversation,बहुत अच्छा | उसके बाद हम कहाँ जायेंगी,bahuta achChA | usake bAda hama kahA.N jAyeMgI,Very well. Where will we go after that
Daily Conversation,मैंने सुना है कि राजस्थानी हस्तशिल्प बहुत मशहूर है,maiMne sunA hai ki rAjasthAnI hastashilpa bahuta mashahUra hai,I have heard that Rajasthani handicraft is very
Daily Conversation,अरे वाह ! मैंने सुना है कि वह परेड बहुत नाटकीय है,Wao,I have heard that the parade is very
Daily Conversation,यह तो बहुत अच्छी योजना है | तुम्हें अमेरिका से कुछ चाहिए,yaha to bahuta achChI yojanA hai | tumheM amerikA se kuCha chAhie,This is such a good plan. Do you need
Daily Conversation,"ठीक है बेटी, मैं तुमसे दिल्ली हवाईअड्डे पर मिलूँगी","Okay daughter,",I will see you at Delhi airport
Daily Conversation,"नमस्ते शिल्पा, तुम कैसी हो","namaste shilpA, tuma kaisI ho","Hello Shilpa, How are you"
Daily Conversation,मैं अच्छी हूँ | तुम कैसे हो,I am well,How are you
Daily Conversation,मैं भी अच्छा हूँ| तुम्हारी गर्मी की छुट्टियाँ कैसी थीं,maiM bhI achChA hU.N| tumhArI garmI kI ChuTTiyA.N kaisI thIM,"I, too, am well. How was your summer vacation"
Daily Conversation,अरे वाह ! हैदराबाद में तुम लोगों ने क्या – क्या किया,Oh wao,What did you do in Hyderabad
Daily Conversation,अरे वाह ! और ऋतिक तुम ने गर्मी की छुट्टियों में क्या किया,are vAha ! aura RRitika tuma ne garmI kI ChuTTiyoM meM kyA kiyA,"Oh wao! and Hritik, what did you do during the"
Daily Conversation,मैं घर पर ही था | मैंने  खाना पकाना सिखा,I was at home,I learnt how to cook
Daily Conversation,"हाँ, क्यों नहीं","hA.N, kyoM nahIM","Yes, why not"
Daily Conversation,"नमस्ते ऋतिक, स्वतंत्रता दिवस की हार्दिक शुभकामनाएँ","namaste RRitika, svataMtratA divasa kI hArdika shubhakAmanAe.N","Hello Hritik, happy independence day"
Daily Conversation,"क्या बताऊँ? मेरी कोई योजना नहीं है | शायद, मैं घर जाके सोऊँ",What to tell,"I have no plans. Perhaps, I might"
Daily Conversation,अगर तुम चाहो तो हमारे साथ चल सकते हो,agara tuma chAho to hamAre sAtha chala sakate ho,If you want you can come with us
Daily Conversation,अरे वाह ! इंडिया में और कौन – कौन से राष्ट्रीय त्योहार हैं,are vAha ! iMDiyA meM aura kauna – kauna se rAShTrIya tyohAra haiM,Oh Wao! What are the other national festivals
Daily Conversation,"बहुत अच्छा ! शायद, मैं भी २ अक्टूबर को इन जगहों पर जाऊँ",Very well,"Perhaps, I too will go to these places"
Daily Conversation,"जन्मदिन मुबारक हो, विद्या","janmadina mubAraka ho, vidyA",Happy birthday Vidya
Daily Conversation,धन्यवाद ! तुम लोगों को भी स्वतंत्रता दिवस की शुभकामनाएँ,Thanks,Happy independence day to you all
